140826,"307761","30768",8
140826,"405642","30769",19
140826,"405642","87632",22
140826,"409629","27848",19
140826,"409629","28950",60
140826,"409629","33029",164
140826,"409629","37344",3
140826,"409629","49499",308
140826,"409629","70689",26
140826,"409629","82753",12
140826,"421670","66166",517
140826,"422046","30768",1
140826,"422046","89424",115
140826,"422155","27853",760
140826,"422474","43156",2
140826,"422935","89424",1
140826,"424075","89424",3
140826,"439347","89424",274
140826,"439576","43156",10
140826,"450836","43156",5
140826,"451309","89424",1
